,GDP_Raw,Inflation,Interest_Rate,FDI_pct_GDP,Investment_pct_GDP,Export_pct_GDP,Unemployment_Rate,Gov_Spending_pct_GDP,GDP_Growth,log_GDP,GDP_qoq_pct_recalc,GDP_yoy_pct_recalc,Inflation_lag1,Inflation_lag2,Interest_Rate_lag1,Interest_Rate_lag2,log_GDP_diff1,log_GDP_diff4,Inflation_scaled,Interest_Rate_scaled,FDI_pct_GDP_scaled,Investment_pct_GDP_scaled,Export_pct_GDP_scaled,Unemployment_Rate_scaled,Gov_Spending_pct_GDP_scaled
2015-04-01,137.914,3.488,6.265,3.924,32.644,75.571,2.455,16.694,2.5,4.9266303024888005,2.5001858045336167,10.000319040326676,3.724,3.563,6.101,6.295,0.024694425315885837,0.0953130801667248,0.2198091581248342,1.180749760998459,-0.9160797662814939,1.0466530355242352,-0.974340957065227,-0.7745716203942958,-0.9679921051827184
2015-07-01,141.277,3.251,6.429,3.69,32.208,74.022,2.649,17.677,2.439,4.95072250220211,2.438476151804747,9.999688555989849,3.488,3.724,6.265,6.101,0.024092199713309448,0.09530734849113376,-0.2954280014457797,1.329686790202726,-1.1913536631126853,0.8765379804035378,-1.228751081606983,-0.16804530614003388,-0.42264183568280134
2015-10-01,144.641,3.015,6.594,3.456,31.771,72.472,2.843,18.661,2.381,4.974254810336781,2.381137764816632,9.999847899491975,3.251,3.488,6.429,6.265,0.023532308134671,0.09530879707147832,-0.8084911645625085,1.4795319720240918,-1.4666275599438767,0.7060327531380692,-1.483325447675238,0.43848100811422813,0.12326321537306739
2016-01-01,148.005,2.779,6.758,3.222,31.334,70.922,3.036,19.645,2.326,4.9972460569772394,2.325758256649224,9.999999999999986,3.015,3.251,6.594,6.429,0.022991246640458485,0.09531017980432477,-1.321554327679238,1.6284690012283582,-1.7419014567750681,0.5355275258725991,-1.7378998137434907,1.0418808980682108,0.6691682664289341
2016-04-01,151.705,2.855,6.713,3.439,31.929,74.501,2.922,18.492,2.5,5.021937845600382,2.499915543393816,9.999709964180603,2.779,3.015,6.758,6.594,0.024691788623142585,0.09530754311158152,-1.15633059718402,1.5876021334588948,-1.4866260909102453,0.7676799520120825,-1.1500793904155684,0.6854685278363252,0.02950513241733374
2016-07-01,155.405,2.932,6.669,3.655,32.524,78.081,2.808,17.34,2.439,5.046034612448117,2.438944003164023,10.000212348789983,2.855,2.779,6.713,6.758,0.024096766847734763,0.09531211024600683,-0.9889328702349178,1.5476434183065302,-1.232527109219915,0.9998323781515672,-0.5620947255611519,0.3290561576044381,-0.6096032200383169
2016-10-01,159.105,3.008,6.624,3.872,33.119,81.66,2.694,16.188,2.381,5.0695643616255435,2.3808757761976773,9.999930863309858,2.932,2.855,6.669,6.713,0.023529749177426673,0.0953095512887625,-0.8237091397396998,1.506776550537067,-0.9772517433550921,1.2319848042910504,0.025725697766767947,-0.0273562126274475,-1.2487115724939675
2017-01-01,162.805,3.084,6.579,4.088,33.715,85.239,2.58,15.035,2.326,5.092553165627533,2.3255083121209275,9.999662173575219,3.008,2.932,6.624,6.669,0.022988804001989216,0.09530710865029324,-0.6584854092444817,1.4659096827676035,-0.7231527616647613,1.464527402575308,0.6135461210946902,-0.38376858285933313,-1.888374706505568
2017-04-01,166.876,3.121,6.282,4.101,33.545,84.571,2.786,15.308,2.5,5.117251021645922,2.5005374527809376,10.000329587027457,3.084,3.008,6.579,6.624,0.024697856018389253,0.0953131760455399,-0.5780475404507575,1.1961883554891455,-0.7078597673963619,1.3981981379640263,0.5038327813955968,0.2602748229982853,-1.7369193417309219
2017-07-01,170.946,3.159,5.985,4.113,33.376,83.903,2.993,15.581,2.439,5.14134771715698,2.4389366955104297,10.000321739969763,3.121,3.084,6.282,6.579,0.024096695511057753,0.0953131047088629,-0.4954356752031489,0.9264670282106874,-0.6937431573024542,1.3322590454975158,0.3941194416965059,0.9074446531561832,-1.585463976956276
2017-10-01,175.016,3.196,5.689,4.126,33.206,83.235,3.199,15.853,2.381,5.164877398315605,2.3808688123734933,10.000314257880017,3.159,3.121,5.985,6.282,0.023529681158625415,0.09531303669006164,-0.4149978064094236,0.6576538535493279,-0.6784501630340547,1.2659297808862369,0.2844061019974126,1.5514880590138016,-1.4345633937375806
2018-01-01,179.086,3.233,5.392,4.138,33.037,82.567,3.405,16.126,2.326,5.187866137390458,2.3255016684188945,10.00030711587483,3.196,3.159,5.689,5.985,0.02298873907485266,0.09531297176292508,-0.3345599376156993,0.38793252627086977,-0.664333552940148,1.1999906884197264,0.1746927622983193,2.19553146487142,-1.2831080289629335
2018-04-01,183.563,3.278,5.716,4.492,31.494,79.747,3.105,16.805,2.5,5.212557932823022,2.4999162413588794,9.999640451592784,3.233,3.196,5.392,5.689,0.024691795432564057,0.09530691117709988,-0.23673009719089935,0.6821739742110061,-0.2478935551698839,0.5979550690361578,-0.28846834241940444,1.2576041747875102,-0.9064113524721475
2018-07-01,188.04,3.322,6.04,4.846,29.951,76.927,2.806,17.483,2.439,5.23665470615593,2.438944667498344,9.999649011968682,3.278,3.233,5.716,5.392,0.02409677333290805,0.09530698899895018,-0.14107425321998365,0.9764154221511423,0.16854644260038018,-0.004080550347410695,-0.7516294471371281,0.32280330900387944,-0.5302694575373114
2018-10-01,192.518,3.367,6.364,5.2,28.408,74.107,2.506,18.162,2.381,5.260189655849886,2.3814082110189316,10.00022855053253,3.322,3.278,6.04,5.716,0.023534949693956086,0.09531225753428085,-0.04324441279518375,1.2706568700912786,0.5849864403706443,-0.6061161697309793,-1.214790551854854,-0.615123981080032,-0.1535727810465254
2019-01-01,196.995,3.412,6.687,5.554,26.866,71.287,2.206,18.841,2.326,5.283178347705233,2.3254968366594353,10.00022335637627,3.367,3.322,6.364,6.04,0.02298869185534702,0.09531221031477521,0.054585427629616164,1.5639901654143162,1.0014264381409084,-1.2077616169697765,-1.6779516565725778,-1.553051271163942,0.22312389544426256
2019-04-01,201.92,3.577,5.854,5.473,28.631,72.707,2.283,19.092,2.5,5.307871579352848,2.5000634533871358,10.000381340466213,3.412,3.367,6.687,6.364,0.024693231647614944,0.0953136465298261,0.4132948425205498,0.8074990353706937,0.9061393200070339,-0.5191077814467697,-1.4447286889487612,-1.3123166000424051,0.36237406598798366
2019-07-01,206.844,3.741,5.021,5.393,30.396,74.127,2.359,19.342,2.439,5.331964885960255,2.4385895404120506,10.000000000000009,3.577,3.412,5.854,6.687,0.024093306607406717,0.09531017980432477,0.7698302609575992,0.0510079053270712,0.8120285860476522,0.16954605407623694,-1.2115057213249418,-1.0747083532211474,0.501069454975755
2019-10-01,211.769,3.906,4.187,5.312,32.161,75.546,2.435,19.593,2.381,5.355496057960171,2.3810214461139845,9.999584454440624,3.741,3.577,5.021,5.854,0.023531171999916722,0.0953064021102854,1.1285396758485329,-0.70639137733365,0.7167414679137788,0.8581998895992436,-0.9784469952276168,-0.83710010639989,0.640319625519478
2020-01-01,216.694,4.07,3.354,5.231,33.926,76.966,2.512,19.843,2.326,5.378486220110999,2.325647285485588,9.99974618645143,3.906,3.741,4.187,5.021,0.022990162150827942,0.09530787240576633,1.4850750942855824,-1.4628825073772724,0.6214543497799043,1.5468537251222503,-0.7452240276038,-0.5963654352783531,0.7790150145072493
2020-04-01,222.111,3.778,3.461,5.45,33.043,80.901,2.426,19.773,2.5,5.4031772569139305,2.499838481914596,9.999504754358156,4.07,3.906,3.354,4.187,0.024691036802931166,0.09530567756108255,0.8502681297513236,-1.3657101773476596,0.879082483993712,1.20233172128836,-0.09893362084342826,-0.8652379251024069,0.7401803055906732
2020-07-01,227.529,3.485,3.569,5.668,32.16,84.836,2.341,19.703,2.439,5.427277702794545,2.439320880100504,10.000290073678709,3.778,4.07,3.461,3.354,0.024100445880614885,0.09531281683429071,0.2132871687631806,-1.2676296947009476,1.1355342340330272,0.8578097174544695,0.5473567859169435,-1.1309839906261816,0.701345596674097
2020-10-01,232.946,3.192,3.676,5.887,31.276,88.772,2.256,19.634,2.381,5.450806667048629,2.3807954150899535,10.000047221264685,3.485,3.778,3.569,3.461,0.023528964254083462,0.09531060908845745,-0.4236937922249614,-1.1704573646713343,1.3931623682468337,0.5128975414758092,1.1938114342038115,-1.3967300561499574,0.6630656693134727
2021-01-01,238.364,2.899,3.784,6.105,30.393,92.707,2.17,19.564,2.326,5.473798917077124,2.325860929142376,10.00027688814642,3.192,3.485,3.676,3.569,0.022992250028495143,0.09531269696612465,-1.0606747532131044,-1.0723768820246227,1.64961411828615,0.16837553764192018,1.840101840964181,-1.6656025459740114,0.6242309603968965
2021-04-01,244.323,3.057,3.633,5.742,31.064,88.527,2.474,18.815,2.5,5.498491120373325,2.4999580473561434,10.000405202804007,2.899,3.192,3.784,3.676,0.024692203296201143,0.09531386345939463,-0.717183313499362,-1.2095079272065996,1.222586662945455,0.4301810467840941,1.1535722602123772,-0.7151695586889811,0.20869957498953445
2021-07-01,250.282,3.214,3.482,5.379,31.734,84.348,2.779,18.067,2.439,5.522588282148258,2.438984459097182,10.000043950441494,3.057,2.899,3.633,3.784,0.024097161774933262,0.09531057935371301,-0.375865870239504,-1.3466389723885765,0.7955592076047601,0.6915963837814966,0.46720692098706773,0.23838985289632705,-0.20627702886187785
2021-10-01,256.241,3.371,3.332,5.016,32.404,80.168,3.083,17.318,2.381,5.546118407884609,2.380914328637296,10.000171713616023,3.214,3.057,3.482,3.633,0.02353012573635027,0.09531174083597982,-0.034548426979645955,-1.4828618649534548,0.3685317522640662,0.9530117207788992,-0.21932265976473592,1.1888228401813572,-0.6218084142692399
2022-01-01,262.2,3.528,3.181,4.653,33.074,75.989,3.387,16.57,2.326,5.569107571329599,2.3255450923154397,9.999832189424573,3.371,3.214,3.332,3.482,0.0229891634449908,0.09530865425247548,0.30676901628021214,-1.6199929101354318,-0.05849570307662873,1.214427057776299,-0.9056879989900455,2.139255827466386,-1.0367850181206522
2022-04-01,268.755,3.568,3.461,4.344,33.296,75.397,3.369,17.424,2.5,5.593800183919971,2.5000000000000133,9.999877211723817,3.528,3.371,3.181,3.332,0.024692612590371255,0.09530906354664559,0.39372887443559,-1.3657101773476596,-0.42199841299473967,1.3010452739157372,-1.0029189826754683,2.082980190061352,-0.5630015693384259
2022-07-01,275.31,3.607,3.741,4.036,33.518,74.806,3.352,18.278,2.439,5.617897735499032,2.4390243902439046,9.999920090138325,3.568,3.528,3.461,3.181,0.024097551579060905,0.09530945335077323,0.47851473613708373,-1.1114274445598873,-0.78432473873836,1.3876634900551752,-1.0999857248343972,2.029830976956596,-0.0892181205561997
2022-10-01,281.865,3.646,4.021,3.727,33.739,74.214,3.334,19.131,2.381,5.641428232909226,2.3809523809523725,9.999960974239098,3.607,3.568,3.741,3.461,0.023530497410193973,0.09530982502461693,0.5633005978385764,-0.8571447117721153,-1.1478274486564715,1.4738915340498393,-1.19721670851982,1.9735553395515621,0.3840105466700768
2023-01-01,288.42,3.685,4.301,3.419,33.961,73.622,3.316,19.985,2.326,5.664417751133924,2.3255813953488413,10.000000000000009,3.646,3.607,4.021,3.741,0.022989518224698635,0.09531017980432477,0.6480864595400702,-0.6028619789843428,-1.5101537744000908,1.5605097501892775,-1.294447692205243,1.9172797021465267,0.8577939954523031
2023-04-01,295.63,3.412,4.365,3.938,32.516,75.776,3.084,19.154,2.5,5.689108672422408,2.4998266417030734,9.999813956949644,3.685,3.646,4.301,4.021,0.02469092128848338,0.0953084885024369,0.054585427629616164,-0.5447402114899949,-0.8996103878386019,0.9967110009933882,-0.9406714441336197,1.1919492644816365,0.39677052245695155
2023-07-01,302.841,3.139,4.428,4.457,31.07,77.929,2.851,18.323,2.439,5.713207915303356,2.439197645705793,10.000000000000009,3.412,3.685,4.365,4.301,0.02409924288094878,0.09531017980432477,-0.5389156042808378,-0.48752659661274633,-0.28906700127711354,0.4325220796527276,-0.5870594375884906,0.4634924025164658,-0.06425295053839991
2023-10-01,310.051,2.866,4.491,4.977,29.625,80.083,2.619,17.492,2.381,5.73673680007693,2.380787277812435,9.999822610114762,3.139,3.412,4.428,4.365,0.02352888477357329,0.09530856716770408,-1.1324166361912908,-0.43031298173549787,0.32265276945886795,-0.13127666954316167,-0.23328318951686725,-0.2618380351484243,-0.5252764235337514
2024-01-01,317.262,2.593,4.555,5.496,28.18,82.236,2.387,16.661,2.326,5.759727930938249,2.325746409461682,9.999999999999986,2.866,3.139,4.491,4.428,0.02299113086131932,0.09531017980432477,-1.725917668101745,-0.37219121424114987,0.9331961560203569,-0.695075418739051,0.12032881702826193,-0.9871684728133158,-0.9862998965291029
2024-04-01,325.193,2.873,4.437,5.538,27.66,85.338,2.538,16.815,2.5,5.784418852226732,2.4998266417030734,9.999999999999986,2.593,2.866,4.555,4.491,0.02469092128848338,0.09531017980432477,-1.1171986610140996,-0.47935322305885336,0.982604291349032,-0.8979649340206164,0.6298060322177575,-0.5150784034710815,-0.9008635369126358
2024-07-01,333.125,3.154,4.32,5.58,27.14,88.439,2.688,16.969,2.439,5.808517794920109,2.4391668947363554,9.999966979372022,2.873,2.593,4.437,4.555,0.024098942693376202,0.09530987961675219,-0.506305657472571,-0.5856070792594582,1.032012426677707,-1.100854449302182,1.139119005880759,-0.04611475842912504,-0.8154271772961688
2024-10-01,341.056,3.435,4.203,5.621,26.62,91.54,2.839,17.124,2.381,5.832046686674317,2.3807879924953035,9.99996774724159,3.154,2.873,4.32,4.437,0.023528891754208026,0.09530988659738693,0.1045873460689587,-0.691860935460063,1.0802441778318908,-1.3037439645837474,1.648431979543763,0.4259753109131093,-0.7294360361237519
2025-01-01,348.988,3.715,4.085,5.663,26.101,94.641,2.99,17.278,2.326,5.855037537657131,2.3257177706886845,9.999936960619294,3.435,3.154,4.203,4.32,0.02299085098281406,0.09530960671888167,0.7133063531566032,-0.7990229442777673,1.1296523131605658,-1.5062433077205415,2.1577449532067643,0.8980653802553451,-0.6439996765072848
